Species,Red,Green,Blue,id,L,a,b,color,brightness
Carex tenera,153.153,152.555,94.336,Leaf_912,61.864817287286556,-8.799757205662672,30.697761313117013,green,medium
Carex tenuiflora,123.328,144.455,74.5,Leaf_913,56.88775760601311,-19.229949829611904,34.44153455259217,green,medium
Carex tenuiflora,139.524,162.548,82.833,Leaf_914,63.486347820172014,-20.9518186387182,38.47707449164688,green,medium
Carex tetanica,128.671,157.274,104.664,Leaf_916,61.514853954486085,-19.747606367241875,24.303247030729835,green,medium
Carex tetrastachya,146.634,157.523,88.56,Leaf_917,62.65057179512664,-14.812735687754708,34.63062018916274,green,medium
Carex texensis,118.537,139.642,81.06,Leaf_919,55.19860077333655,-17.892094500581212,28.77776801836752,green,medium
Carex thurberi,150.006,162.952,108.788,Leaf_923,64.76624084588762,-13.776904047600237,26.653351290823647,green,medium
Carex timida,145.083,161.682,102.386,Leaf_925,63.9266867874955,-15.928509298679728,28.92287453577731,green,medium
Carex tincta,151.386,143.463,106.25,Leaf_926,59.395911953072584,-3.062467562028881,20.904008887712287,green,medium
Carex tompkinsii,153.705,151.93,109.3,Leaf_929,61.99079834207916,-6.332048661340684,22.73646552018782,green,medium
Carex tonsa,148.436,161.316,119.635,Leaf_930,64.38297357340412,-11.972531824467502,20.211952244318244,green,medium
Carex tonsa,134.246,147.999,111.094,Leaf_931,59.35048584393782,-11.715491890219255,17.901033880200078,green,medium
Carex torreyi,133.686,135.109,85.355,Leaf_934,55.13962023866884,-8.596654451199392,26.597181345531375,green,medium
Carex torreyi,131.406,138.419,78.103,Leaf_935,55.7915764126284,-12.23611467964325,31.326118193590858,green,medium
Carex torta,134.607,142.821,77.643,Leaf_936,57.32043660769037,-13.290788164705747,33.52557779472666,green,medium
Carex torta,129.525,137.459,87.713,Leaf_937,55.50996107442748,-11.32403128699433,25.710556125596394,green,medium
Carex tribuloides,125.576,145.609,74.527,Leaf_940,57.39568458867274,-18.894787238615262,35.08491726490001,green,medium
Carex tribuloides,120.638,151.016,75.133,Leaf_941,58.663767009539626,-23.602827639705225,36.23238772547438,green,medium
Carex tribuloides,121.86,137.731,90.124,Leaf_942,55.02904786112988,-14.292487303584679,23.6324523349294,green,medium
Carex trichocarpa,142.444,144.475,87.426,Leaf_943,58.58267891848621,-9.74810993159153,30.034603760673185,green,medium
Carex trisperma,146.576,154.518,86.293,Leaf_947,61.7586992479531,-13.509624659371056,34.70181467116604,green,medium
Carex tuckermanii,128.286,140.335,97.47,Leaf_949,56.41727990612655,-12.030525276704951,21.471376433052104,green,medium
Carex tuckermanii,144.823,161.471,103.708,Leaf_950,63.86858693953941,-15.747214006491483,28.134974041251027,green,medium
Carex tumulicola,142.263,153.646,87.283,Leaf_951,61.181974362893214,-14.732472703281319,33.39009088369146,green,medium
Carex tumulicola,145.333,158.595,92.553,Leaf_952,62.91261678777886,-15.44674824348602,32.84659620599379,green,medium
Carex turbinata,136.748,153.567,103.113,Leaf_953,60.98896099353246,-14.893502237512624,24.556351250066832,green,medium
Carex turbinata,126.789,149.854,99.051,Leaf_954,59.110316046094354,-17.458138291977733,24.160328320266423,green,medium
Carex turgescens,160.595,155.497,97.05,Leaf_955,63.35858474593873,-6.959984452489465,31.287505713351727,green,medium
Carex turgescens,119.602,129.12,73.692,Leaf_956,52.04407092877531,-12.749107033386831,28.801299598736975,green,medium
Carex unilateralis,134.801,155.647,93.911,Leaf_961,61.29440775117348,-18.007234101752758,29.90336777303586,green,medium
Carex vacillans,142.113,139.122,86.512,Leaf_967,57.02564996566983,-7.081411505954483,28.53499440688396,green,medium
Carex vallicola,108.263,131.829,94.105,Leaf_972,52.34858543315565,-15.921919867008526,17.62992489021673,green,medium
Carex venusta,126.479,131.272,75.302,Leaf_973,53.26573916077075,-10.786232813483954,29.582693745614463,green,medium
Carex verrucosa,131.341,138.829,98.483,Leaf_976,56.24388324782312,-9.825191751232143,20.714183991055336,green,medium
Carex vestita,143.017,140.714,99.035,Leaf_980,57.76487039787702,-5.984379841781296,22.61188685915507,green,medium
Carex vexans,161.476,152.37,95.423,Leaf_981,62.55224301475246,-5.08694360636941,31.141283670549512,green,medium
Carex vexans,128.868,137.268,85.973,Leaf_982,55.37262291174122,-11.721728980229662,26.480207685902744,green,medium
Carex virescens,138.656,150.779,78.827,Leaf_983,59.95907087485787,-15.66750989715171,36.21719233507839,green,medium
Carex viridula,126.577,140.562,64.385,Leaf_989,55.855152563997095,-16.886141329179814,38.42497871522645,green,medium
Carex viridula,153.784,162.919,62.016,Leaf_990,64.45223131118662,-17.036049935486297,49.78067856211749,green,medium
Carex viridula,136.568,152,100.635,Leaf_991,60.48103651350202,-14.48639603130758,25.2363224632286,green,medium
Carex viridula,130.687,133.43,80.917,Leaf_996,54.33132698485693,-9.497466644495633,27.945532556878895,green,medium
Carex wiegandii,137.21,149.856,90.625,Leaf_1001,59.748380072556685,-14.415864525825995,29.71695248765618,green,medium
Carex wiegandii,139.47,140.799,83.097,Leaf_1002,57.22105302402021,-9.520187837592509,30.58598623078339,green,medium
Carex willdenowii,136.931,149.022,82.172,Leaf_1004,59.361445427554145,-15.097940147810185,33.71316197168072,green,medium
Carex williamsii,148.111,139.667,98,Leaf_1006,57.903196160930975,-3.4236116874835076,23.45224048416723,green,medium
Carex abscondita,151.528,152.841,102.599,Perigynium_5,61.942474369709515,-8.606051965988959,26.310106970498115,green,medium
Carex abscondita,151.528,152.841,102.599,Perigynium_6,61.942474369709515,-8.606051965988959,26.310106970498115,green,medium
Carex acutiformis,166.38,156.359,106.098,Perigynium_9,64.24586970581532,-3.9528501467122057,27.673228215328916,green,medium
Carex albicans,151.897,155.345,98.448,Perigynium_21,62.60502041209875,-10.321290657207271,29.424426633489496,green,medium
Carex albolutescens,137.25,138.6,88.1,Perigynium_28,56.484596637274436,-8.66016091438021,26.88668776300005,green,medium
Carex aquatilis,142.575,143.275,89.55,Perigynium_56,58.286859999689085,-8.788036508148577,28.509241249608674,green,medium
Carex aquatilis,140.917,129.625,86.958,Perigynium_57,54.26211112451887,-2.2678841182407483,24.69188920074844,green,medium
Carex arctata,146.137,153.073,77.866,Perigynium_64,61.20086262711989,-13.817176297659106,38.35014893950998,green,medium
Carex aurea,137.808,133.808,91.529,Perigynium_90,55.23253116783995,-5.344261930400052,23.358792559811558,green,medium
Carex baileyi,161.833,148.352,92.609,Perigynium_101,61.44445992526954,-3.0625302813383493,31.242164101819327,green,medium
Carex bella,157.792,147.818,103.672,Perigynium_112,61.114287312030584,-3.1543556878976253,24.72943402318748,green,medium
Carex bella,152.356,155.567,105.317,Perigynium_113,62.81865362624836,-9.37751681089699,25.99776678820165,green,medium
Carex bigelowii,141.1,131.7,78.9,Perigynium_120,54.72939375884151,-4.288258363552511,29.74236370865033,green,medium
Carex bigelowii,146.262,144.2,94.908,Perigynium_121,58.949677588831975,-7.083627900206945,26.50597067329219,green,medium
Carex bulbostylis,152.198,145.504,89.849,Perigynium_148,59.75050110580045,-5.902044440658782,30.389714500376176,green,medium
Carex communis,144.213,140.78,103.787,Perigynium_192,57.97572617771392,-4.870434695025017,20.257916447274617,green,medium
Carex crebriflora,137.378,125.003,71.838,Perigynium_217,52.3965866914115,-2.9298038140020966,30.587717527647882,green,medium
Carex crinita,153.885,150.814,107.619,Perigynium_221,61.66666747918593,-5.880718102383997,23.231117502638575,green,medium
Carex cumulata,161.97,153.381,103.701,Perigynium_233,63.00556361972478,-4.45454076564622,27.273799623324436,green,medium
Carex cumulata,133.3,133.133,82.767,Perigynium_234,54.49885271868651,-7.994146920584477,27.189695593950468,green,medium
Carex curatorum,157.554,147.531,98.054,Perigynium_235,60.91832277263602,-3.7915151151126647,27.54368455758516,green,medium
Carex dasycarpa,147.668,139.344,101.201,Perigynium_240,57.83265408445294,-3.0057769014781854,21.565760314359082,green,medium
Carex debilis,152.468,149.222,97.496,Perigynium_248,60.92838374836887,-6.90565483818556,27.774390972034425,green,medium
Carex deflexa,119.469,132.719,71.531,Perigynium_253,53.06844447242024,-15.003263601005957,31.243648851191008,green,medium
Carex digitalis,129.468,126.492,70.258,Perigynium_264,52.06687045415681,-7.418673717248748,30.873448720446607,green,medium
Carex digitalis,136.783,131.341,86.726,Perigynium_267,54.36136050196622,-5.024019000445246,24.879045055752368,green,medium
Carex echinata,133.791,125.593,80.582,Perigynium_280,52.361576657387786,-3.8495620557295607,25.65584119261005,green,medium
Carex egglestonii,121.476,145.238,60.321,Perigynium_286,56.81931490107223,-21.84896125067398,41.42304628777509,green,medium
Carex festucacea,134.439,134,75.281,Perigynium_306,54.732417939265645,-8.848064069757022,31.572735176350996,green,medium
Carex fissuricola,142.422,140.562,94.656,Perigynium_318,57.5929889281162,-6.729183704379471,24.80502709966286,green,medium
Carex foenea,136.548,144.262,75.357,Perigynium_326,57.86347379287075,-13.479946869559445,35.42053744731483,green,medium
Carex folliculata,119.956,137.151,59.249,Perigynium_328,54.27401636190979,-18.421613842858232,39.0080998304389,green,medium
Carex fracta,160.438,156.438,103.312,Perigynium_333,63.703650386055955,-6.788460292747988,28.371427321231945,green,medium
Carex glacialis,142.671,133.582,83.911,Perigynium_350,55.47839984830911,-4.088817399012901,27.985025233577197,green,medium
Carex glaucodea,141.575,139.005,82.309,Perigynium_356,56.881107897768544,-7.733839747677385,30.61916231400503,green,medium
Carex godfreyi,159.317,159.435,98.745,Perigynium_363,64.36412133964537,-9.403644212418849,31.650101733779266,green,medium
Carex heleonastes,155.846,150.835,96.352,Perigynium_397,61.64936028058139,-6.5085770481507765,29.38426820226454,green,medium
Carex houghtoniana,135.101,133.483,91,Perigynium_425,54.894044814005426,-6.373066578827746,23.164157596181624,green,medium
Carex hyalina,141.934,148.387,87.604,Perigynium_428,59.65635022467052,-12.043945202135198,31.29367108137977,green,medium
Carex impressinervia,129.32,128.79,86.218,Perigynium_438,52.967874524586506,-6.841348829044913,23.21352391740379,green,medium
Carex infirminervia,125.3,154.789,86.5,Perigynium_440,60.260474120899815,-22.292998950998623,32.38000742943016,green,medium
Carex interrupta,127.96,132.04,83.6,Perigynium_449,53.74336347031105,-9.5570967937042,25.665140781597152,green,medium
Carex lacustris,140.701,142.419,94.398,Perigynium_469,57.96630670645466,-8.495568629870387,25.410239027205407,green,medium
Carex laevivaginata,150.195,146.687,87.055,Perigynium_475,59.86232586915277,-7.709653296724072,31.99215661251017,green,medium
Carex laxiculmis,134.884,129.822,76.176,Perigynium_487,53.59152586167127,-6.250414464932907,29.672426889114945,green,medium
Carex lemmonii,149.295,152.513,72.962,Perigynium_495,61.24202375243304,-12.64076011828802,40.92225160469243,green,medium
Carex lenticularis,158.684,149.605,93.368,Perigynium_497,61.51370654496556,-4.993442258389658,30.86516787732623,green,medium
Carex lenticularis,141.323,129.21,82.032,Perigynium_499,54.102712800035874,-2.4469210683567555,27.231250096098925,green,medium
Carex lenticularis,153.956,161.933,103.756,Perigynium_502,64.70348722154046,-12.314269699413572,29.33153739669119,green,medium
Carex lenticularis,154,147.2,89.4,Perigynium_504,60.373604346593226,-6.112230612308311,31.455450475511192,green,medium
Carex leporinella,135.106,126.409,72.273,Perigynium_507,52.58559808722798,-4.675764588736642,30.539623975975474,green,medium
Carex leptonervia,156.825,162.287,85.475,Perigynium_511,64.7694071441762,-13.391863637086166,39.00497659660584,green,medium
Carex limosa,151.809,154.918,100.973,Perigynium_514,62.51910615340874,-9.814185806434894,27.951406911480593,green,medium
Carex loliacea,160.162,157.176,108.081,Perigynium_519,63.96350042191962,-6.699984904728562,26.12661673831591,green,medium
Carex lupuliformis,154.881,149.784,92.473,Perigynium_531,61.21378602550503,-6.795641393197993,30.89392605070531,green,medium
Carex lurida,136.919,124.91,73.928,Perigynium_535,52.357445286786856,-2.8584836920795276,29.38986610047629,green,medium
Carex luzulifolia,140.401,129.132,87.203,Perigynium_538,54.080801213475965,-2.1818850186466343,24.308609451790485,green,medium
Carex luzulina,136.463,132.13,80.685,Perigynium_540,54.45757893902419,-6.331913018774449,28.335958263717988,green,medium
Carex macrochaeta,146.683,137.366,85.659,Perigynium_550,56.9281530642657,-4.262152757425808,28.957558785394678,green,medium
Carex magellanica,147.449,162.244,128.397,Perigynium_551,64.74639319977378,-11.463270951524663,15.870052069831475,green,medium
Carex mariposana,141.376,148.635,78.212,Perigynium_558,59.550581058641185,-13.453564263913476,36.086594138946225,green,medium
Carex microchaeta,137.788,136.212,102.303,Perigynium_579,56.11104504699202,-5.1901107972010525,18.474434316931855,green,medium
Carex micropoda,149.818,145.582,92.291,Perigynium_586,59.60120993315384,-6.6659509366054355,28.83683884994397,green,medium
Carex missouriensis,143.812,140.062,84.812,Perigynium_591,57.41288144364687,-7.070951313427443,29.981973173453447,green,medium
Carex mitchelliana,147.298,150.263,70.205,Perigynium_593,60.40548124510839,-12.556191914887604,41.26588399884275,green,medium
Carex molesta,153.473,146.585,88.846,Perigynium_595,60.14815154131831,-6.0629549511680425,31.456660929297065,green,medium
Carex molestiformis,127.474,147.561,64.772,Perigynium_597,57.997079472273825,-20.106075779315002,40.73669541832927,green,medium
Carex muehlenbergii,142.985,130.239,80.967,Perigynium_601,54.52894124577564,-2.4238532018170944,28.39467745345745,green,medium
Carex multicaulis,138.261,139.258,82.412,Perigynium_603,56.66879005482754,-9.275916386694337,30.23561185409901,green,medium
Carex multicaulis,148.396,138.087,92.227,Perigynium_604,57.391353391711064,-3.155282394835146,25.98271084066821,green,medium
Carex multicostata,140.319,149.132,87.308,Perigynium_605,59.73484670273902,-13.149677786531978,31.523564078476475,green,medium
Carex nelsonii,144.909,143.455,100.455,Perigynium_615,58.72148768016905,-6.514886145167487,23.125711324931597,green,medium
Carex normalis,132.704,140.667,81.815,Perigynium_627,56.6029754998369,-12.46366005508981,30.377247140066977,green,medium
Carex nova,131.356,132.8,97,Perigynium_632,54.48980187523179,-6.715616955203341,19.187650093285,green,medium
Carex novae,148.258,141.758,95.091,Perigynium_633,58.44548357714157,-4.886686412962915,25.779331297014597,green,medium
Carex oligosperma,132.325,127.973,81.954,Perigynium_650,52.92648388141863,-5.64891661072453,25.595264180241294,green,medium
Carex oronensis,132.97,124.091,69.636,Perigynium_658,51.691407616403154,-4.597920174712666,30.816562904945112,green,medium
Carex ouachitana,146.647,151.125,81.19,Perigynium_660,60.73090727445184,-12.230666262203481,36.08687916156784,green,medium
Carex oxylepis,138.266,130.472,80.08,Perigynium_663,54.141951229374584,-4.7014623791160615,28.299089577845383,green,medium
Carex oxylepis,146.617,136.542,80.2,Perigynium_664,56.610209615740146,-4.438313837232588,31.509888136673958,green,medium
Carex pedunculata,134.354,124.771,80.214,Perigynium_692,52.17562627760773,-3.18673776754691,25.631445169337674,green,medium
Carex petasata,130.949,130.593,76.153,Perigynium_702,53.46351992437191,-8.38759597214639,29.450112382005113,green,medium
Carex pluriflora,143.615,142.923,100.077,Perigynium_724,58.45501003117279,-6.8085367208000065,22.960978018381127,green,medium
Carex podocarpa,148.679,138.75,87.571,Perigynium_726,57.52475843808769,-3.953361196512739,28.715354526008085,green,medium
Carex preslii,126.169,132.8,66.308,Perigynium_740,53.56245389212624,-12.734143612522287,34.72308710997278,green,medium
Carex pseudocyperus,168.224,157.565,104.491,Perigynium_746,64.70962884364604,-4.035242803448858,29.17656227704699,green,medium
Carex purpurifera,146.082,139.912,82.635,Perigynium_747,57.5389643205954,-6.260840767454701,31.35619862597472,green,medium
Carex rariflora,155.019,147.615,108.837,Perigynium_758,60.906732286662915,-3.5042246778001496,21.555431328584483,green,medium
Carex reznicekii,130.772,139.114,60.439,Perigynium_769,55.720095289428144,-14.66828438020168,40.30505657608631,green,medium
Carex reznicekii,139.12,150.494,80.386,Perigynium_770,59.93378704536252,-15.155581993134104,35.3891478087354,green,medium
Carex roanensis,145.91,141.116,87.813,Perigynium_773,57.93973417013028,-6.407170709466003,29.06510745093922,green,medium
